CNTRYID,CNT,CNTSCHID,SN,CNTSTUID,PVMATH,PVREAD,PVSCIE,PVSCEP,PVSCED,PVSCID,PVSKCO,PVSKPE,PVSSPH,PVSSLI,PVSSES,SMINS,SMINH,ESCS,IBTEACH,TEACHSUP,ENVAWARE,JOYSCIE,INTBRSCI,SCIEEFF,MOTIVAT,EPIST,ICTHOME,INTICT,COMPICT,AUTICT,INSTSCIE,TDTEACH,ADINST
158,TAP,15800017,622,15800001,400.4365,366.6236,358.2399,384.0218,320.8346,361.5493,367.345,370.3685,354.0539,344.2719,376.7309,180,3,-.474,.242,-.3068,.2175,-.6306,-.3744,.7364,-.1651,-.2394,9,.6636,-.227,.1216,1.7359,.4505,.353
158,TAP,15800113,4058,15800003,403.3232,332.2122,323.9851,364.1752,305.9699,349.4917,344.9398,346.0969,332.5981,346.4073,293.5027,0,0,-.1985,-.4397,-.2618,-1.3629,.5094, ,-.5871,-.1651,-.1933,5,-.0862,-.7638,-.8198,1.3336,.4505,.3181
158,TAP,15800186,6677,15800004,488.1337,413.7917,470.3895,501.1421,487.0367,489.3616,476.9208,479.3281,472.4105,475.6626,466.7274,100,1.66666666666667,-.1724,.9876,.0322,-.0809,-.8208,-.2593,.3028,-1.1822,1.225,4,-.6556,.5021,.9444,.3708,-.2928,.3181
158,TAP,15800038,1352,15800005,489.227,436.3779,482.1184,473.2701,457.8167,474.2295,491.6464,481.2499,452.1784,457.5769,482.5559,180,3,-.5231,-.8646,-.1164,.0194,-.3772,-.0908,.3155,.5387,-.7443,2,1.3939,1.2867,.1216,.3708,99,99
158,TAP,15800102,3651,15800008,485.298,447.6135,472.9392,442.41,448.171,460.0269,439.6848,452.8973,479.1435,434.4207,471.8908,250,4.16666666666667,-.6359,.5634,1.4475,-.8968,-.3928,.38,-.2147,.4631,-.1933,10,-.2479,.0226,-.4784,-.5375,-.2928,.6524
158,TAP,15800075,2698,15800009,388.7024,349.681,350.9426,330.1546,361.9289,321.8589,352.5389,344.9449,331.681,342.7423,342.5426,45,.75,-.8753,-1.0544,-.1164,-1.2707,-.6306,-.3744,.1258,.959,-.1933,8,-1.0046,-.3827,-1.1252,.3708,-.3693,-.3816
158,TAP,15800040,1417,15800013,448.1173,451.0633,456.463,434.6707,457.6535,476.3854,475.3399,476.0018,464.4074,469.289,478.6446,100,1.66666666666667,-.805,-1.1748,.9209,.2662,-.395,.3043,-.3848,-.4849,2.1552,8,-.0862,-.9607,-.4377,-.5375,-.6102,-1.9656
158,TAP,15800154,5588,15800019,407.1951,328.9263,364.3548,366.3542,367.0504,351.48,389.4575,357.1616,385.2655,360.9802,357.2299,100,1.66666666666667,-1.7248,-3.3405,1.4475,.0194,.5094,.2649,-1.0524,-.8771,-.1933,5,-1.8182,-2.664,-1.1252,-.7778,-.6102,-.8077
158,TAP,15800059,2102,15800026,401.593,395.9881,391.5653,383.6398,396.8578,385.0941,407.5821,408.0033,416.2462,389.3566,355.8977,0,0,-.9937, , ,.6187,-.8208,-.2865,-.215,-.8133,-.1933,9,.3464,.7162,.1216,.1955,-.6102,-.3816
158,TAP,15800156,5647,15800029,364.0197,320.364,361.8322,392.8551,375.5635,387.3607,383.2739,373.0881,412.4456,347.8566,396.976,0,0,-1.2287,-2.8611,-2.7195,.2001,.5094,-2.4981,-1.0524,-1.4159,2.1552, ,-1.3536,.0226,.1216,.3708,2.0781,1.0006
158,TAP,15800206,7397,15800030,412.0488,440.0699,394.3014,383.5486,415.5119,387.8208,379.6949,411.8863,404.1893,387.9507,398.3633,225,3.75,-1.5275,-.7112,1.4475,-.6732,-.8208,-2.4981,1.3917,.8101,-.1933,8,-1.273,-.6843,-.7496,1.7359,-.5262,-.8077
158,TAP,15800196,7036,15800036,387.3809,341.4195,357.511,371.3499,333.3243,347.8287,368.3752,338.2024,328.212,386.0938,357.4165,0,0,-.7076, , ,.0194,-.395,-2.4981,.3155,.5092,-.1933,7,-.4136,-1.1926,.1216,-.494,2.0781,1.0172
158,TAP,15800022,766,15800037,475.9439,457.619,465.9637,487.7683,505.457,466.1963,463.3618,479.2118,471.5827,479.3644,473.0827,100,1.66666666666667,.1013,-.2854,1.4475,.748,-1.2013,-1.1182,.9314,.8101,-.1933,8,2.6352,.0226,.1216,.3708,99,99
158,TAP,15800037,1301,15800039,478.3455,451.0549,467.0366,451.5361,438.7741,442.6002,457.29,457.9657,481.75,479.7912,427.3976,225,3.75,-.6483,-.1266,.5731,-.3864,-.3398,-.0908,.1258,-1.1822,.5975,7,-.2366,.0226,-1.1252,.3708,.7979,-.8348
158,TAP,15800060,2165,15800040,538.9739,486.5768,482.4274,505.6705,443.071,448.5701,513.6806,448.9067,494.5492,474.7276,459.4837,100,1.66666666666667,-1.3865,1.7469,.6426,.0194,-.8208,-.3744,.3155,-.61,-.1933,3,2.6352,-1.4609,-1.5298,1.0218,-.2928,-.3816
158,TAP,15800035,1226,15800042,386.0078,424.4072,420.0167,408.0539,389.8771,427.7674,430.6512,417.3897,399.1473,398.1425,412.7914,240,4,-1.311,-.8711,.1274,-.8434,-.8208,-.3744,.3155,-.2803,-.7428,2,-.9232,-1.0813,-.7496,.3708,-.6102,-.4011
158,TAP,15800111,4013,15800043,390.658,349.4423,398.4139,415.3055,370.4416,363.17,434.1741,387.2107,363.7229,401.8709,396.9976,225,3.75,-.9041,-.4755,-1.2362,.0194,-.1833,.5217,-1.2519,-.4849,.4692,8,.468,1.9359,2.0955,-.5375,-.3597,.6524
158,TAP,15800174,6270,15800045,380.0192,352.3404,407.8075,390.8483,373.0248,387.5953,385.9456,371.4562,399.7178,363.1967,382.5848,150,2.5,-1.0214,-.4082,-.2618,.8057,-.1808,.3721,-1.0524,-.8896,-.1933,11,-.0862,-.227,-.4607,-.0948,-1.0299,-.0389
158,TAP,15800018,643,15800047,393.2064,364.6146,414.1856,423.0786,404.3272,383.7171,418.7455,379.9973,404.0194,392.3828,357.0534,270,4.5,.1758,-.2749,-.6536,3.2811,-.8208,.1473,1.2256,-.0495,-.2855,10,1.3889,1.9359,2.0955,.3708,.2402,-.3816
158,TAP,15800019,675,15800049,543.6608,470.9977,482.4765,505.0262,470.6751,489.3369,486.1328,484.797,463.796,478.4284,486.3547,0,0,.0693, , ,.0194,-.6306,.0299,-.0527,.2296,-.5013,9,-.0862,.0226,-.1563,1.7359,2.0781,2.0469
158,TAP,15800139,5020,15800050,409.7329,342.3353,350.6639,339.6336,344.043,349.7219,338.0833,342.2736,362.8548,348.1882,307.4177,99999999, ,-.0406, , ,-1.2707,-2.1154,-.4564,.3155,-.7936,-.1933,10,2.6352,1.9359,2.0955,-.7778,-2.4476,-.0163
158,TAP,15800120,4324,15800052,469.1004,456.6953,473.9694,463.2722,460.8424,452.2189,463.881,463.6907,454.4294,484.4672,467.2247,270,4.5,.6062,.6093,.6375,.0194,-2.1154,.0627,.5151,-.1651,-.1933,10,-.2662,.0226,-.2503,-1.9301,.2483,.6524
158,TAP,15800056,1991,15800054,517.7394,489.2962,485.6952,523.1174,492.4285,481.669,493.3353,488.8328,480.1751,511.4036,493.6312,250,4.16666666666667,.4056,.1658,.1274,-.2325,-.8208,-.0908,1.0028,-.2111,-.5013,8,-.5743,-.227,-.4607,-.5375,.2564,.6524
158,TAP,15800051,1810,15800057,410.375,307.7483,328.076,327.0606,325.3418,339.5602,339.7273,332.5156,285.3478,341.379,348.3394,225,3.75,-.7456,-.257,-.5098,-1.3259,-1.7159,-.7547,-3.7565,-1.5884,-2.7904,10,.468,.0226,.1216,.3708,-.6102,-.3816
158,TAP,15800097,3500,15800073,504.5474,414.8493,457.4657,424.1876,446.3569,469.0266,447.5075,458.144,441.4246,450.9875,453.8492,200,3.33333333333333,-.3924,-.121,-.1164,-1.2707,-.1379,-.3744,-1.0524,-1.4159,.2497,6,-.0862,.0226,-1.1252,-1.9301,-.6102,-1.274
158,TAP,15800208,7494,15800080,364.1662,309.5227,326.0811,315.3619,275.0542,322.3239,314.8836,278.5748,318.2379,300.9132,312.9951,240,4,-.6571,-3.3405,-1.0718,-1.2707,-.8208,-2.4981,-3.7565,-.1651,-.1933,4,-.0862,-1.1926,-1.1252,.3708,-.6102,-.3816
158,TAP,15800143,5142,15800081,471.296,417.3954,426.9011,439.5823,405.1093,475.6494,429.1204,434.5616,459.6896,426.9564,450.9308,50,.833333333333333,-.8833, , ,-1.1111,-.3772,.1738,-.5888,-.2138,.2497,6,.963,-.227,-.1563,.3708,.4505,-.3816
158,TAP,15800156,5653,15800083,481.2685,431.5813,470.3593,464.4424,470.2516,474.9525,470.6761,466.1852,460.8029,462.8886,487.1099,0,0,-1.2037, , ,.0194,-.8208,.5305,-1.0524,-.1651,-.1933,9,-.0862,.0226,.1216,-.0948,-1.7885,-.3816
158,TAP,15800016,565,15800091,407.7535,412.9102,378.0341,371.6398,377.8145,376.1061,367.7452,395.7573,397.1698,340.1473,348.8256,45,.75,-.7281,-.121,1.4475,-.2342,.5094,.3721,.3155,-.8133,-.1933,7,2.6352,.0226,.1216,.3708,-2.4476,-1.9656
158,TAP,15800150,5433,15800092,375.1449,361.4088,351.6333,359.081,279.7706,318.1563,343.9414,301.8294,334.7468,348.962,367.4093,600,10,.308,.9452,-.1164,-1.2707,-.8208,-.3744,.3155,-.8133,-1.3692,8,.8046,.0226,.1216,1.356,.4505,.353
158,TAP,15800126,4538,15800095,361.9091,338.6251,373.1775,369.407,314.27,372.2059,385.1836,366.606,379.098,366.73,399.3477,0,0,-1.3689, , ,.0194,.5094,-2.4981,.5445,-.8771,.1946,7,-.4174,.0226,.4777,.3708,.2564,-.8348
158,TAP,15800180,6481,15800101,535.682,487.6154,484.6283,490.803,481.9501,502.4667,484.3344,491.5622,482.2684,483.4822,488.5398,180,3,.4384,-.121,-1.0718,-.6327,-.8208,.5305,.3155,-.1651,-.1933,8,-1.0936,.0226,-1.1252,.3708,1.0203,.3181
158,TAP,15800022,795,15800105,345.4047,341.7839,335.7071,380.4503,383.3935,372.9277,353.3411,364.2153,369.555,354.1217,332.1993,55,.916666666666667,-2.8086,1.5034,.141,-.3864,.5094,.0284,.1361,-.4982,-.1933,3,-.4314,.0226,-.7496,1.7359,1.4501,1.3974
158,TAP,15800047,1685,15800108,493.5877,432.2961,480.5255,485.0842,486.8693,454.9539,483.1928,467.0337,501.4167,475.2335,495.2301,160,2.66666666666667,-1.3414,-.0932,-.1294,.0194,-.6306,-.0968,.3155,-.61,-.1933, ,.2629,.0226,-.1563,-.7778,-1.1206,-1.274
158,TAP,15800109,3921,15800112,311.2862,347.6584,361.3821,379.5661,371.5596,369.7747,372.0976,367.358,372.6082,385.4512,368.5947,180,3,-.8948,-2.3204,-.1462,1.039,-.6306,.0627,.9984,1.8543,-.7974,5,-.9245,-1.0746,-1.7277,1.7359,-1.315,-.0001
158,TAP,15800141,5065,15800118,423.1884,368.5221,382.2564,366.3014,376.7553,376.26,380.111,382.6431,385.1367,369.2932,407.4875,90,1.5,-.1674,-.121,.0798,-.2342,.5094,-.3744,.3155,.1111,-.1933,8,.468,.0226,.1216,-.494,99,99
158,TAP,15800121,4367,15800126,533.0541,424.5106,478.4602,490.8877,488.9279,496.1857,480.0399,474.2493,484.1074,484.3674,479.4017,100,1.66666666666667,-.1735,-1.1538,.2078,-1.487,-1.0286,-.3744,-1.0524,-.3263,-.1933,7,-.7027,-.691,-.8947,-.0948,-2.4476,-1.9656
158,TAP,15800104,3732,15800129,467.6956,453.8986,445.2875,463.7825,443.3307,460.7409,449.0851,439.9711,433.6558,430.952,454.7038,225,3.75,-.7308,.0911,-.1164,-.0809,.5094,-.0908,-.0422,-1.0795,-.1933,9,-.0862,.0226,-.1563,1.356,.4505,-.4011
158,TAP,15800064,2280,15800133,478.925,444.4366,454.879,435.7834,423.1459,455.3732,457.9696,449.7719,447.6415,465.7815,465.5757,180,3,.8818,.9314,1.4475,1.621,-.8208,.5305,-1.0524,-.1651,-.1933,10,-1.3452,.0226,.1216,.3708,-1.4154,-.3816
158,TAP,15800121,4386,15800134,499.5756,391.3944,428.3558,444.337,458.1679,425.062,437.4379,458.9179,425.5968,440.9844,444.0114,100,1.66666666666667,-.9349,.9452,1.4475,.0194,-.3928,.6496,.3155,1.0385,-.7867,8,1.7671,1.0433,1.1013,-.6893,2.0781,1.3754
158,TAP,15800196,7054,15800137,444.3508,392.8354,446.4933,436.321,411.7923,421.9933,457.7107,412.2053,431.3713,459.9481,447.3261,150,2.5,-1.1991,-3.3405,-.7449,-.0809,.5094,.5305,-.0321,-.3954,-.1933,7,-.0862,.0226,.1216,1.0218,.658,.0214
158,TAP,15800103,3702,15800138,384.2377,351.803,365.4244,383.8519,321.1935,375.1525,378.4318,360.1046,360.0698,348.38,372.8684,90,1.5,-1.0972, , ,-.2983,.0992,-1.4829,-.5775,-1.2132,-.1933,4,-.6329,-.9607,-.7317,.3708,2.0781,2.0469
158,TAP,15800038,1362,15800140,395.1651,313.9939,376.7405,369.658,377.1539,387.1308,379.5359,397.6303,402.1984,380.7603,380.9616,200,3.33333333333333,-.3091,-.121,-1.0718,-.2342,-.8208,-.3744,-1.0524,-.1651,-.1933,10,-.5874,-.5034,.1216,-.7778,99,99
158,TAP,15800112,4055,15800141,415.3214,306.1704,382.7108,369.8399,351.2666,380.1638,391.1381,355.645,381.8958,385.5878,393.4185,180,3,-.7249,-3.3405,-2.7195,-.0623,-.6306,1.2854,.3155,-.1651,-.1933, ,-.0071,.0226,.1216,1.7359,.1272,-1.9656
158,TAP,15800072,2572,15800144,495.532,493.0322,477.0414,500.2736,480.3356,483.4707,476.8366,476.6014,452.9999,475.9072,484.4201,180,3,-1.1862,-.4418,-.0581,.0194,-.8208,-.2865,.3155,-.3263,-.1933,5,-.2366,-.227,.1216,1.7359,99,99
158,TAP,15800207,7448,15800147,403.5316,383.6319,377.6144,369.4141,369.0104,378.9089,363.0264,385.2066,356.9556,349.288,326.9099,100,1.66666666666667,-1.1513,-.2879,.9209,.3489,1.1074, ,.3155,-.3263,-.1933,9,2.6352,.0226,.4777,-.7778,.9505,.6524
158,TAP,15800176,6367,15800153,402.4568,286.2073,361.2926,386.3123,348.1762,354.8196,380.1796,362.234,349.7046,358.5784,335.8222,0,0,-1.3569,3.1829,1.4475,3.2811,2.1635, ,-3.7565,-.6653,2.1552,11, , , ,-1.9301,.4505,.6524
158,TAP,15800197,7068,15800162,506.5535,450.6661,457.6891,435.4181,452.5045,475.7722,441.231,461.4623,441.0379,485.4445,455.5569,150,2.5,-1.2976,.7208,-.1164,.0052,-.8208,-.0908,-2.0999,-1.4159,-.1933,8,.215,-.3048,-.6774,.7429,.7798,1.3974
158,TAP,15800091,3257,15800167,484.4574,429.5982,474.8928,482.1062,433.8013,466.3569,503.6451,461.3146,477.399,514.6132,493.8849,90,1.5,-1.3821,-.5766,-1.0718,-.2342,-.8208,-.3744,-1.0524,-1.1822,-.1933,3,-.0692,-.7638,-.4607,.3708,.658,.3181
158,TAP,15800091,3258,15800171,496.9293,449.2927,443.0197,433.5287,420.3296,452.6532,445.5916,453.2229,448.0995,443.9689,443.9763,100,1.66666666666667,-1.1621,-.121,-.2618,-.1306,-.6306,1.225,.3155,.4631,.5023,8,1.7671,1.2899,2.0955,.3708,.2483,.353
158,TAP,15800185,6648,15800172,545.0227,405.1939,484.4596,492.7066,482.6161,495.0428,491.6103,490.1118,545.5693,479.0216,506.5302,200,3.33333333333333,.5093,-.8688,.9209,-.2342,-.3928,-1.2668,.3,.2296,-.1933,10,-.2479,-.227,.1216,-.3035,1.4501,.687
158,TAP,15800130,4719,15800182,492.4595,408.2214,441.33,440.0852,451.3737,467.6837,445.5501,469.5859,415.1329,468.9881,467.7297,120,2,1.1045, , ,.0194,-.8208,-2.3225,.3155,-.7114,-.1933,11,-.8939,-1.1926,-2.5027,.3708,.7282,1.0006
158,TAP,15800162,5854,15800184,392.5657,327.1766,368.9553,379.6028,374.9824,348.7648,377.3943,369.952,375.8889,363.3975,390.9719,45,.75,-1.8774,-3.3405,1.4475,-.6063,.5094,.0284,.3155,-.5996,-.1933,5, , , ,.3708,-.3597,-1.274
158,TAP,15800145,5248,15800186,419.5238,408.1112,414.8468,430.2416,402.6549,421.2516,428.5941,393.0149,454.2032,417.025,420.8296,270,4.5,-1.088,-.0512,.3616,-.3365,.3044,-1.0968,1.4919,1.8543,2.1552,6,.792,-.0413,.1216,1.7359,.4433,-1.9656
158,TAP,15800126,4559,15800188,407.2981,325.3745,402.6858,402.3933,373.1882,397.2166,401.6191,392.5743,355.9516,368.7981,396.7944,105,1.75,.3253,-.545,-1.0718,1.621,.0992,-.7413,.3055,-.4982,-.1933,7,-.2662,.0226,.1216,1.7359,-.6102,-.3816
158,TAP,15800157,5685,15800189,454.8458,414.3342,428.0198,435.0517,428.7604,423.4056,424.2438,399.405,426.4603,433.9453,406.8066,100,1.66666666666667,-1.7922,-.8231,-.5924,-.0809,-.8208,-.2926,-.0321,-.1651,-.1933,6,-.0862,-.8627,-.3297,-.0948,.2645,-1.2428
158,TAP,15800038,1343,15800190,433.8327,335.9001,370.953,372.6756,390.3906,391.6242,377.6936,385.6597,410.4039,375.6038,378.9937,225,3.75,-.5703,-.121,-1.0718,-1.3561,-.8208,-.3744,.3155,-1.173,-.8387,8,-2.9627,-2.664,-2.5027,.3708,2.0781,.6524
158,TAP,15800065,2347,15800192,362.27,249.4623,338.9931,351.4405,328.3901,327.3353,340.7754,331.4105,321.9806,323.6246,340.6922,40,.666666666666667,-.8297,-.121,-1.0718,.0194,.5094,-.3744,-1.0524,-.1651,-.1933,4,-1.8989,.0226,-1.1252,-.0948,.9505,.3728
158,TAP,15800139,5005,15800197,348.8845,345.7135,348.282,304.0743,330.2145,342.646,319.163,347.8048,329.644,359.4602,328.5302,100,1.66666666666667,-1.5983,-3.3405,1.4475,-.7544,.5094,-2.4981,-3.7565,-.9233,-2.7904,3,-2.9627,-2.664,-2.5027,1.1151,-1.0299,.6524
158,TAP,15800190,6833,15800202,458.0183,468.8993,466.7468,458.2149,474.1441,456.6992,439.5012,444.9266,456.4714,480.8533,447.6102,225,3.75,-.2219,-1.9625,1.4475,-.2342,-1.4885,-1.8359,-1.0524,-.5794,2.1552,7,2.6352,.5833,2.0955,.3708,.4505,.6524
158,TAP,15800193,6916,15800205,363.5044,444.0707,428.0711,410.346,448.7615,423.6252,400.3528,431.7766,396.208,430.6305,440.3924,300,5,-1.0145,-.6908,-.8046,-.1306,.0388,-.4908,-.8799,.7921,-.2394,3,.1489,-1.6008,-1.5767,.3708,1.3233,2.0469
158,TAP,15800197,7081,15800206,484.4468,368.3226,440.79,452.3521,453.2789,415.849,449.8783,399.2425,428.2335,423.4271,450.7501,250,4.16666666666667,-.2426,-.121,1.4475,-1.2707,.5094,.5305,-1.0524,1.8543,-.1933,10,.1353,-.3802,.1216,.3708,.3846,-.3369
158,TAP,15800141,5080,15800209,349.8617,376.0747,352.3416,327.1075,334.6378,310.4461,323.7495,353.6538,321.1016,289.6135,363.8204,0,0,-1.7073,.79,-1.0854,.0194,.5094,.5305,.3155,-.1651,-.1933, ,-.9761,-.4246,-.5957,.3708,-.6102,-.3816
158,TAP,15800145,5217,15800214,475.5068,453.7875,465.0603,455.603,481.1505,467.2642,469.8985,481.2568,490.2563,485.9938,451.6117,225,3.75,.8234,.3331,.096,-.485,-.5744,-.2052,-.558,-.8771,1.1342,8,-.7221,.1386,-.1563,.3708,.4505,.3332
158,TAP,15800057,2044,15800215,429.4665,408.0953,448.0601,439.3102,419.3993,475.3132,457.3566,464.4348,415.5441,445.1945,483.8489,0,0,-1.1544, , ,-.2342,-1.2013,-2.4981,-2.0522,-.0056,.8278,4,1.1352,-1.3196,-1.1304,.8155,1.4501,.6524
158,TAP,15800111,4014,15800216,450.7013,359.5919,406.9158,380.4778,381.7544,415.0563,399.0069,405.8848,428.8458,364.4996,414.1574,270,4.5,.3775,-.0258,-.2618,-.6063,.5094,-.2865,.3155,-.0495,-.5013,11,-.4174,.0226,.1216,-.7778,.4505,.3379
158,TAP,15800079,2823,15800220,446.8676,402.297,440.5562,428.7167,409.9971,440.0329,441.9429,427.5664,425.5142,433.579,431.2713,135,2.25,-.513,-3.3405,-.7576,.6466,-2.1154,-.8083,-.3787,-1.7814,.2674, ,.3289,-.3048,.1216,1.7359,.4505,.6524
158,TAP,15800085,3057,15800223,471.4011,443.7797,469.9414,491.03,474.8388,460.7674,467.227,456.8948,447.3305,455.8053,467.4319,225,3.75,-.6607,3.1829,1.4475,.0194,2.1635,2.4511,.5008,.1792,-.1933,10,-.0862,.0226,.1216,-1.9301,-.3693,-1.2428
158,TAP,15800197,7092,15800226,498.1591,381.9186,491.3571,492.0146,507.1964,487.8631,505.172,472.5377,505.3912,529.2657,480.318,0,0,.6686, , ,.0194,-.8208,-.3744,2.3272,-1.1822,-.5013,7,-.7221,-.8946,-.5711,-.7778,-.0718,-.3816
158,TAP,15800044,1562,15800230,384.7438,333.3892,360.915,311.4007,371.9767,373.0109,342.7381,407.8677,381.1268,362.8767,355.8766,45,.75,-1.0311,-.5802,.1904,-1.5634,1.1049,-.2926,-1.0524,1.8543,1.1342,7,1.1576,1.0108,1.3857,-1.2675,-.878,-.3816
158,TAP,15800190,6832,15800232,500.6196,425.7978,490.4937,501.7928,442.6629,456.5361,490.4988,462.5157,473.9297,496.1972,492.4559,135,2.25,-.5967,-2.4245,-1.4644,2.2983,1.3905,2.4511,3.2775,.959,2.1552,9,1.7162,.0226,.3216,.0125,2.0781,.3379
158,TAP,15800079,2816,15800240,476.9822,352.2115,370.5487,362.8478,361.4534,406.0286,373.6303,388.5426,369.0702,387.9101,371.5189,20,.333333333333333,-.8106,-.5135,.2407,-.6754,.5094,.7043,-1.0524,-.7364,.231,4,.67,.4173,-.4607,-.5555,-.2019,-1.2982
158,TAP,15800013,471,15800243,442.5972,439.8189,444.6925,455.6011,469.2269,472.3578,469.2445,475.1313,406.4473,452.6918,454.7415,150,2.5,-.17,-.8793,-.8926,-.1306,-.8208,-.0908,1.0009,.1717,-.1933,6,.5289,-.7638,-.7496,.3708,99,99
158,TAP,15800131,4746,15800244,460.5544,361.8207,436.0893,449.8329,424.6442,445.4712,457.2858,436.2874,419.4087,454.881,453.7447,135,2.25,-1.0425,-2.4245,.3758,-.485,.1458,.2649,-.3848,1.3961,.5975,2, , , ,.3708,.2483,.6327
158,TAP,15800209,7522,15800246,361.6333,200.4112,323.5614,370.6629,366.5248,331.2383,338.341,329.7289,382.3549,336.1444,294.933,135,2.25,-.0777,3.1829,1.4475,-1.2707,.5094, ,3.2775,-.3954,-.1933,11,-2.9627,-2.664,-2.5027,1.0218,-.0718,-.787
158,TAP,15800012,421,15800249,407.1206,375.0416,365.2725,347.8245,367.4944,357.4853,345.1501,372.6474,358.8448,382.5576,352.5841,0,0,-1.2387, , ,-1.0041,-.8208,-.268,-1.399,-.2908,2.1552,7,.2465,-1.0204,.0963,-.2874,-.2123,-.3816
158,TAP,15800150,5422,15800251,491.3957,471.4529,458.4262,480.0433,441.42,465.4051,490.1146,450.172,445.7358,486.3209,488.1285,225,3.75,-.6967,-.3704,-.1164,-.4302,-1.3143,-.0664,.223,.5796,1.5636,9,-.6529,-.9607,-.5912,.3708,2.0781,.9413
158,TAP,15800211,7592,15800254,391.7313,387.3158,395.8461,399.5459,346.6013,368.3492,396.8988,358.6156,372.9319,403.5054,407.7047,99999999, ,-.3715,-3.3405,-2.7195,.0194,-2.1154,-2.4981,3.2775,1.8543,-1.62,5,.2842,1.9359,.9883,1.7359,-.6102,.6524
158,TAP,15800029,1007,15800255,437.1615,352.2797,350.5699,372.3754,372.5406,355.3449,376.8171,373.5774,405.8295,368.9119,350.6912,100,1.66666666666667,-.0223,-.121,-.641,-3.3765,-.8208,-.3744,.3155,-.4849,-.1933, ,-2.9627,-.227,-2.5027,.3708,.0532,-.8348
158,TAP,15800075,2706,15800258,410.1047,375.6832,387.2384,399.1367,389.7713,408.0736,400.6592,388.0484,382.9759,383.7826,399.6951,100,1.66666666666667,-1.4515,.9452,-.1164,.0194,.5094,-.3744,.3155,-.9726,-.1933,7,-.0862,.0226,.1216,-.7778,1.4501,.9623
158,TAP,15800034,1197,15800262,463.076,414.6028,396.5543,421.013,391.8146,407.4049,394.9933,391.5404,386.0582,414.0338,434.2416,50,.833333333333333,.0146,-1.9625,.9209,-.1968,-.8208,-.0908,.7705,.9799,-.1933,7,.7308,.0226,.1216,.3708,-.6102,-.3816
158,TAP,15800069,2495,15800269,436.2107,437.3351,423.4912,412.6384,447.692,437.2255,439.7611,443.3253,424.5422,405.7301,419.0156,50,.833333333333333,-.4701,-.0258,1.4475,-.2342,-.395,-.1239,-.5723,.0078,-.1933,7,-.5994,.0226,-.1563,-.494,-.8671,-1.9656
158,TAP,15800048,1710,15800271,370.9685,403.3201,404.1832,433.6538,380.4361,431.5718,423.7185,402.163,441.8672,409.6476,397.175,225,3.75,-1.0016, , ,2.2983,.5094,.9248,1.8298,.005,.3396,7,-.2337,.9915,1.1508,.3708,2.0781,2.0469
158,TAP,15800184,6588,15800272,445.7866,352.4488,384.2807,388.3043,362.2116,414.3504,385.3365,384.5312,390.0121,389.13,364.9038,180,3,-.2107,3.1829,1.4475,-1.6929,-.4593,-2.4981,-1.2272,-.1651,-.1933,7,-.7027,-.4246,-.7317,.0125,2.0781,.6524
158,TAP,15800147,5290,15800276,520.9235,491.6607,463.4679,467.1636,434.4456,443.6156,453.6297,454.3608,459.2985,462.6126,451.3186,180,3,-.7162,.6881,.2044,.0194,-.8208,-.311,.117,.5387,1.1518,5,.5266,.1386,1.0448,.3708,.1354,-1.2428
158,TAP,15800186,6693,15800278,530.7808,437.6456,463.3362,483.4304,475.1241,443.7973,502.796,457.6227,494.1048,446.4259,499.1849,100,1.66666666666667,.568,-.121,-.3556,-.4883,-.1833,1.075,.3155,1.8543,-.1904,11,2.6352,1.9359,.4994,.3708,-.9558,-.787
158,TAP,15800174,6269,15800281,394.8928,338.9698,344.8742,346.1523,372.4691,352.195,375.9691,380.2379,362.3197,324.1853,376.6852,300,5,-1.3588,3.1829,1.4475,-1.2707,-.8208,-1.3032,-3.7565,-1.1116,-.1933,10,-.2662,.0226,.1216,1.7359,-.3693,-1.2428
158,TAP,15800117,4220,15800285,408.3172,382.0122,415.4519,413.1299,408.4543,423.3371,429.3423,418.8326,408.5841,415.3242,429.234,225,3.75,.0988,-.121,-.2618,.7561,.5094,.2009,.9984,-.1651,-.1933,9,.7989,.4173,.7435,1.7359,1.4501,.3878
158,TAP,15800113,4076,15800287,352.4924,238.3938,344.957,348.7123,309.1249,340.0471,360.4582,322.3305,326.5897,344.0718,400.2055,90,1.5,-.154,-.121,-.1164,-1.2707,.5094,.0954,-1.0524,-1.4159,-.1933,9,-1.3452,-1.1926,.1216,-1.9301,-.6102,-.3816
158,TAP,15800157,5691,15800288,460.1323,400.5258,447.1309,462.8929,470.5427,457.9438,447.2678,448.6316,461.2046,464.3828,440.9321,100,1.66666666666667,-.7706,.0919,-.3068,-.424,.5094,.1537,-.0517,.1111,-.1933,8,.3289,.0226,.1216,-.2714,-.6102,2.0469
158,TAP,15800050,1788,15800289,520.0375,444.7675,489.1319,510.2398,472.2597,471.1866,509.0422,466.5359,477.3868,500.0646,486.3527,100,1.66666666666667,-.5915,-1.6446,.6426,.0194,-.8208,-.3744,.3155,-.9233,-.1933,9,-.0862,-.5034,.1216,.3708,1.4501,.9413
158,TAP,15800161,5833,15800293,436.9758,422.3598,451.3681,469.2084,425.8983,447.9879,477.4893,421.416,482.24,458.1679,451.0319,100,1.66666666666667,-.5252,-1.8609,-1.0718,-1.2707,-.8208,.0211,-1.0524,-.9233,-1.3692,5,-1.3452,-1.1926,.1216,.3708,-.6102,-1.2428
